TIC,bls_period,bls_depth,bls_snr,verdict,exoplanet_conflict,vsx_match,vsx_name,vsx_type,vsx_period,asassn_match,asassn_queried_ok,asassn_name,asassn_type,asassn_period,gaia_veb_match,gaia_veb_period,gaia_class_match,gaia_class,gaia_class_score,period_check_source,period_check
60946457,25.787234377326197,0.8150001898515236,858.2489678757247,KNOWN_OTHER_TYPE,False,True,Gaia DR3 864696973907843456,DSCT|GDOR|SXPHE,,False,True,,,,False,,True,DSCT|GDOR|SXPHE,0.26300713,,no_catalog_period
66732476,3.1087371204482817,0.098141164207321,369.6589519011568,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
67408849,3.3548600700239417,0.0158375653531966,62.32888585164957,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
68304700,37.88244538795657,0.6418374262358801,154.758371355961,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
72005925,3.477792878911364,0.0028686454829899,22.1020309823292,KNOWN_OTHER_TYPE,False,True,Gaia DR3 5387030389632178176,ROT,,False,True,,,,False,,True,SOLAR_LIKE,0.703115,,no_catalog_period
73561499,1.9571084460973944,0.0213216788763715,390.4322176762722,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
76139867,34.338882036076434,0.0849441227883803,65.0147874032472,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
76879277,0.655911057081352,0.0749384754400554,380.0923082697573,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
806803694,21.862646357974292,0.0510637464363392,340.48280100376246,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
81551538,2.978437376482449,0.0022092639516128,39.27430753225786,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
82132592,13.342269225799532,0.093431982854813,147.64284157003055,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
87175731,0.8567099095358135,0.0231636507815942,53.1928150802693,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
91599324,7.011139459958951,0.0624009737728471,147.27486856777858,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
93197394,13.244785757789584,0.0612342753139437,268.7073295796104,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
93198521,13.34563061986659,0.8859864701638411,2510.170182044229,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
97032752,0.7927609814185551,0.0086952226874071,104.80022741634536,KNOWN_OTHER_TYPE,False,True,Gaia DR3 185889143805613184,DSCT|GDOR|SXPHE,,False,True,,,,False,,True,DSCT|GDOR|SXPHE,0.09703679,,no_catalog_period
